Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.71817244368647,24.729268449277928,23.821669706907244,24.261045455932617,212818400
2015-01-05,24.030263395910563,24.110149898969926,23.391173064448488,23.577573776245117,257142000
2015-01-06,23.64193323939418,23.83943001030047,23.21809075132821,23.57979965209961,263188400
2015-01-07,23.78838352536704,24.01029009442088,23.677430240840117,23.910432815551758,160423600
2015-01-08,24.23885761526062,24.886824452930725,24.121245700213183,24.82912826538086,237458000
2015-01-09,25.002208467845808,25.130914662284695,24.45631860417092,24.855751037597656,214798000
2015-01-12,24.986686360956895,24.99334328901782,24.14344217731256,24.24329948425293,198603200
2015-01-13,24.727052467234984,25.031065118246495,24.16784858103106,24.458545684814453,268367600
2015-01-14,24.19668983120144,24.518453643730982,24.07686009393188,24.365339279174805,195826400
2015-01-15,24.409720592887236,24.42303444417386,23.668553525712902,23.704057693481445,240056000
2015-01-16,23.75066336426571,23.872712672689556,23.34457387588783,23.519880294799805,314053200
2015-01-20,23.93040774732097,24.18116329739943,23.63305370582818,24.125686645507812,199599600
2015-01-21,24.176726342926706,24.644949461502033,24.02582976879324,24.309871673583984,194303600
2015-01-22,24.467415221160643,24.9578284643181,24.347585488129347,24.94229507446289,215185600
2015-01-23,24.920110229040706,25.241874100812947,24.749241210117216,25.071006774902344,185859200
2015-01-26,25.23965535290147,25.377238049714297,25.03106430723337,25.09763526916504,222460000
2015-01-27,24.94673484648506,24.960050391214992,24.194471750232253,24.218881607055664,382274800
2015-01-28,26.102872167761888,26.21160761831203,25.588048934936523,25.588048934936523,585908400
2015-01-29,25.81217375336961,26.44904625819923,25.64352427568064,26.384693145751953,337745600
2015-01-30,26.273746600420864,26.628796886977906,25.929790630092075,25.99858283996582,334982000
2015-02-02,26.1960787644428,26.444613110458626,25.758922425522915,26.324783325195312,250956400
2015-02-03,26.295925868006783,26.426849918332245,26.09842917625348,26.329212188720703,207662800
2015-02-04,26.295936050344814,26.741968857394376,26.253773248246688,26.531156539916992,280598800
2015-02-05,26.738339410088408,26.785125203713097,26.566797732344764,26.720518112182617,168984800
2015-02-06,26.738344018974548,26.789584720984386,26.388575704326623,26.495512008666992,174826400
2015-02-09,26.410855681713304,26.698243498106343,26.384121180323174,26.671510696411133,155559200
2015-02-10,26.771748201891043,27.212857897475807,26.76952160270247,27.183895111083984,248034000
2015-02-11,27.350989270567034,27.829971678923542,27.290838781933655,27.821060180664062,294247200
2015-02-12,28.083948073217112,28.400300364797214,27.974785175957063,28.17306137084961,297898000
2015-02-13,28.355737813123717,28.355737813123717,27.99260318712347,28.311182022094727,217088800
2015-02-17,28.402524592820477,28.712193658661604,28.275538706700655,28.478271484375,252609600
2015-02-18,28.43371432798399,28.6899144029449,28.393613431905806,28.67654800415039,179566800
2015-02-19,28.623081057541448,28.745612054240294,28.58966505816429,28.616397857666016,149449600
2015-02-20,28.6542674273515,28.850317001342773,28.52728324375384,28.850317001342773,195793600
2015-02-23,28.96615652114904,29.630046844482422,28.885954754617014,29.630046844482422,283896400
2015-02-24,29.61668802549548,29.763725201645627,29.222362289234308,29.445144653320312,276912400
2015-02-25,29.309248709774774,29.318161908432362,28.54955999520564,28.692140579223633,298846800
2015-02-26,28.692142396043774,29.15553017329183,28.20647841951973,29.055278778076172,365150000
2015-02-27,28.961705145238223,29.088692714889373,28.569609437821136,28.618621826171875,248059200
2015-03-02,28.79462006881881,29.024085627977033,28.582977506411293,28.758974075317383,192386800
2015-03-03,28.73002215100785,28.85477976131572,28.536199135560338,28.819133758544922,151265200
2015-03-04,28.76120890470155,28.86368690399205,28.587438906435388,28.63644790649414,126665200
2015-03-05,28.645361768475727,28.683234369036235,28.017115460380552,28.161924362182617,226068400
2015-03-06,28.605253750386986,28.82135291218888,28.128501334221365,28.204246520996094,291368400
2015-03-09,28.50723402529076,28.865915503889312,27.861164763307137,28.324552536010742,354114000
2015-03-10,28.16192290025722,28.342376093308992,27.580460722985116,27.738636016845703,275426400
2015-03-11,27.792103984548728,27.796558884616413,27.203958593316226,27.232919692993164,275756000
2015-03-12,27.248513237592313,27.825520504346425,27.0970211462915,27.72526741027832,193450800
2015-03-13,27.714117609273536,27.93689990243539,27.30865390370672,27.533662796020508,207309200
2015-03-16,27.598275719474515,27.836652755737305,27.373266779429162,27.836652755737305,143497200
2015-03-17,28.04829724757786,28.364647765853334,27.992601661978895,28.302268981933594,204092400
2015-03-18,28.293359273393268,28.774569979250792,28.153007000698736,28.620849609375,261083600
2015-03-19,28.68323069927739,28.79462188645905,28.382474833825835,28.404752731323242,183238000
2015-03-20,28.57183800156527,28.605253996197433,27.883441317030055,28.04829978942871,274780400
2015-03-23,28.320095513618043,28.482725692046003,28.18642473173338,28.340145111083984,150838800
2015-03-24,28.344597327754162,28.525048776130525,28.195331871021246,28.224294662475586,131369200
2015-03-25,28.190883964341012,28.253262761877014,27.48689079284668,27.48689079284668,206620800
2015-03-26,27.348763204749485,27.821060723861976,27.31311721101558,27.67848014831543,190291600
2015-03-27,27.75201193736743,27.78097304628225,27.382193924774157,27.45793914794922,158184800
2015-03-30,27.636152498969455,28.15969070618787,27.62501270106702,28.15300750732422,188398800
2015-03-31,28.090627781138174,28.17974106769297,27.70521523885344,27.720809936523438,168362400
2015-04-01,27.80769763955876,27.87453303592651,27.42451165973242,27.68071174621582,162485600
2015-04-02,27.85447936523012,27.972553749023255,27.667342990847324,27.919086456298828,128880400
2015-04-06,27.72971774291731,28.406976250983927,27.698528351730204,28.37133026123047,148776000
2015-04-07,28.43594003627644,28.54287461627673,28.06612220587488,28.072805404663086,140049200
2015-04-08,28.03716379889343,28.159694794832983,27.84111590508492,27.981468200683594,149316800
2015-04-09,28.03716390731661,28.199795802583953,27.77205401460501,28.19533920288086,129936000
2015-04-10,28.059439424902365,28.34014569305206,27.905720742089727,28.31563949584961,160752000
2015-04-13,28.598569529324855,28.6431287193776,28.206473812338743,28.25994110107422,145460400
2015-04-14,28.2933580806401,28.357965165260012,28.05052613816352,28.13741111755371,102098400
2015-04-15,28.161916333547257,28.322318190138613,28.072803057866928,28.24434471130371,115881600
2015-04-16,28.132956131473513,28.315637598572906,28.095083538223587,28.108449935913086,113476000
2015-04-17,27.97032748384589,28.101768267469506,27.727493814530177,27.79210090637207,207828000
2015-04-20,27.97478449339407,28.54287856501247,27.885671197935867,28.427032470703125,188217200
2015-04-21,28.538427031744938,28.560703232292234,28.21984642947258,28.2733154296875,129740400
2015-04-22,28.291126069153744,28.70995621484103,28.141862324114012,28.654260635375977,150618000
2015-04-23,28.582972897160882,29.05527033703108,28.54732690940768,28.88818359375,183083600
2015-04-24,29.07087179052673,29.10206118539142,28.790163837355443,29.024085998535156,178103600
2015-04-27,29.476331159209945,29.659014311561645,29.217902826346513,29.55207633972168,387816800
2015-04-28,29.955321087077223,29.973140686476548,28.86591535661162,29.086467742919922,475696000
2015-04-29,28.99735398411014,29.31593114028446,28.582978641519965,28.658723831176758,253544400
2015-04-30,28.658718261094478,28.658718261094478,27.754222562054288,27.881208419799805,332781600
2015-05-01,28.092861309640885,28.99067584164951,27.914636403052867,28.72779083251953,234050400
2015-05-04,28.850315188257536,29.088693941596958,28.57406384221156,28.672088623046875,203953200
2015-05-05,28.549560414019027,28.616395807374317,28.021567265351923,28.026023864746094,197085600
2015-05-06,28.195338769461948,28.23766796751676,27.482435800455796,27.850027084350586,288564000
2015-05-07,27.912659183982296,28.205724258322007,27.74487450055496,28.022279739379883,175763600
2015-05-08,28.339956473953013,28.550247192382812,28.212440161176175,28.550247192382812,222201600
2015-05-11,28.49879511187531,28.536825907144788,28.105059806771205,28.259422302246094,168143200
2015-05-12,28.098347079815507,28.384699391912346,27.92385124630615,28.158750534057617,192640000
2015-05-13,28.221385056008515,28.45404669644201,28.158745711813754,28.190065383911133,138776800
2015-05-14,28.503275141736342,28.84779167175293,28.44734688978894,28.84779167175293,180814000
2015-05-15,28.874630662410322,28.968589687117905,28.682237398412347,28.80751609802246,152832000
2015-05-18,28.72026894363102,29.243756415162714,28.715793728930535,29.12518882751465,203531600
2015-05-19,29.237049571234245,29.279555583127085,29.002150262176887,29.09834861755371,178532800
2015-05-20,29.08268334480734,29.301921078832592,28.935031979333957,29.096105575561523,145819600
2015-05-21,29.0983412378906,29.447332848055485,29.044648908023593,29.393640518188477,158921600
2015-05-22,29.440624036653855,29.74710966968219,29.395878718136796,29.650911331176758,182384000
2015-05-26,29.664338167842033,29.733688635308464,28.885814653705438,28.997671127319336,282790400
2015-05-27,29.15873979263667,29.588268169064435,29.09386455088787,29.539051055908203,183332800
2015-05-28,29.49878771846198,29.51892106333219,29.328767116910498,29.48089027404785,122933200
2015-05-29,29.357845576562823,29.40706269211823,29.06030698291906,29.14531898498535,203538000
2015-06-01,29.145321353775305,29.39364285204603,29.093868333726718,29.2034854888916,128451200
2015-06-02,29.05135781294332,29.230328818632735,28.930554346916068,29.07373046875,134670400
2015-06-03,29.230338321477735,29.29297768179502,29.060314274683005,29.10953140258789,123934000
2015-06-04,28.988727472642903,29.212440445810152,28.838840190251535,28.939510345458984,153800400
2015-06-05,28.970825622396134,29.013331627012427,28.715793008286923,28.780668258666992,142507200
2015-06-08,28.836601176310815,28.905955066130172,28.37351709209542,28.590518951416016,210699200
2015-06-09,28.34442721267711,28.653152144770022,28.102818548301414,28.50550079345703,224301600
2015-06-10,28.617358786370456,28.9350307505541,28.601698948890817,28.832124710083008,156349200
2015-06-11,28.899236062185924,29.122949003049126,28.742637686299396,28.76724624633789,141563600
